PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked,TamanoFamilia,ViajaSolo,GrupoEdad,TarifaPorPersona,Puerto,Estado
797,1,1,Leader Dr. Alice (Farnham),Female,49,0,0,17465,259,D17,S,1,True,Adulto,259,Southampton,Sobrevivió
798,1,3,Osman Mrs. Mara,Female,31,0,0,349244,9,Desconocido,S,1,True,Adulto joven,9,Southampton,Sobrevivió
799,0,3,Ibrahim Shawah Mr. Yousseff,Male,30,0,0,2685,7,Desconocido,C,1,True,Adulto joven,7,Cherburgo,Falleció
800,0,3,Van Impe Mrs. Jean Baptiste (Rosalie Paula Govaert),Female,30,1,1,345773,24,Desconocido,S,3,False,Adulto joven,8,Southampton,Falleció
801,0,2,Ponesell Mr. Martin,Male,34,0,0,250647,13,Desconocido,S,1,True,Adulto joven,6,Southampton,Falleció
802,1,2,Collyer Mrs. Harvey (Charlotte Annie Tate),Female,31,1,1,C.A. 31921,26,Desconocido,S,3,False,Adulto joven,9,Southampton,Sobrevivió
803,1,1,Carter Master. William Thornton II,Male,11,1,2,113760,120,B96 B98,S,4,False,Niño,30,Southampton,Sobrevivió
804,1,3,Thomas Master. Assad Alexander,Male,1,0,1,2625,9,Desconocido,C,2,False,Niño,9,Cherburgo,Sobrevivió
805,1,3,Hedman Mr. Oskar Arvid,Male,27,0,0,347089,70,Desconocido,S,1,True,Adulto joven,70,Southampton,Sobrevivió
806,0,3,Johansson Mr. Karl Johan,Male,31,0,0,347063,8,Desconocido,S,1,True,Adulto joven,8,Southampton,Falleció
807,0,1,Andrews Mr. Thomas Jr,Male,39,0,0,112050,0,A36,S,1,True,Adulto,0,Southampton,Falleció
808,0,3,Pettersson Miss. Ellen Natalia,Female,18,0,0,347087,8,Desconocido,S,1,True,Adulto joven,8,Southampton,Falleció
809,0,2,Meyer Mr. August,Male,39,0,0,248723,13,Desconocido,S,1,True,Adulto,13,Southampton,Falleció
810,1,1,Chambers Mrs. Norman Campbell (Bertha Griggs),Female,33,1,0,113806,53,E8,S,2,False,Adulto joven,27,Southampton,Sobrevivió
811,0,3,Alexander Mr. William,Male,26,0,0,3474,8,Desconocido,S,1,True,Adulto joven,8,Southampton,Falleció
812,0,3,Lester Mr. James,Male,39,0,0,A/4 48871,24,Desconocido,S,1,True,Adulto,12,Southampton,Falleció
813,0,2,Slemen Mr. Richard James,Male,35,0,0,28206,10,Desconocido,S,1,True,Adulto,10,Southampton,Falleció
814,0,3,Andersson Miss. Ebba Iris Alfrida,Female,6,4,2,347082,31,Desconocido,S,7,False,Niño,4,Southampton,Falleció
815,0,3,Tomlin Mr. Ernest Portage,Male,30,0,0,364499,8,Desconocido,S,1,True,Adulto joven,8,Southampton,Falleció
816,0,1,Fry Mr. Richard,Male,30,0,0,112058,0,B102,S,1,True,Adulto joven,0,Southampton,Falleció
817,0,3,Heininen Miss. Wendla Maria,Female,23,0,0,STON/O2. 3101290,8,Desconocido,S,1,True,Adulto joven,8,Southampton,Falleció
818,0,2,Mallet Mr. Albert,Male,31,1,1,SC/PARIS 2079,37,Desconocido,C,3,False,Adulto joven,19,Cherburgo,Falleció
819,0,3,Holm Mr. John Fredrik Alexander,Male,43,0,0,C 7075,6,Desconocido,S,1,True,Adulto,6,Southampton,Falleció
820,0,3,Skoog Master. Karl Thorsten,Male,10,3,2,347088,28,Desconocido,S,6,False,Niño,5,Southampton,Falleció
821,1,1,Hays Mrs. Charles Melville (Clara Jennings Gregg),Female,52,1,1,12749,94,B69,S,3,False,Adulto,47,Southampton,Sobrevivió
822,1,3,Luic Mr. Nikola,Male,27,0,0,315098,9,Desconocido,S,1,True,Adulto joven,9,Southampton,Sobrevivió
823,0,1,Reuchlin Jonkheer. John George,Male,38,0,0,19972,0,Desconocido,S,1,True,Adulto,0,Southampton,Falleció
824,1,3,Moor Mrs. (Beila),Female,27,0,1,392096,12,E121,S,2,False,Adulto joven,6,Southampton,Sobrevivió
825,0,3,Panula Master. Urho Abraham,Male,2,4,1,3101295,40,Desconocido,S,6,False,Niño,7,Southampton,Falleció
826,0,3,Flynn Mr. John,Male,30,0,0,368323,7,Desconocido,Q,1,True,Adulto joven,7,Queenstown,Falleció
827,0,3,Lam Mr. Len,Male,30,0,0,1601,56,Desconocido,S,1,True,Adulto joven,9,Southampton,Falleció
828,1,2,Mallet Master. Andre,Male,1,0,2,SC/PARIS 2079,37,Desconocido,C,3,False,Niño,19,Cherburgo,Sobrevivió
829,1,3,McCormack Mr. Thomas Joseph,Male,30,0,0,367228,8,Desconocido,Q,1,True,Adulto joven,8,Queenstown,Sobrevivió
830,1,1,Stone Mrs. George Nelson (Martha Evelyn),Female,62,0,0,113572,80,B28,S,1,True,Mayor,40,Southampton,Sobrevivió
831,1,3,Yasbeck Mrs. Antoni (Selini Alexander),Female,15,1,0,2659,14,Desconocido,C,2,False,Adolescente,7,Cherburgo,Sobrevivió
832,1,2,Richards Master. George Sibley,Male,1,1,1,29106,19,Desconocido,S,3,False,Niño,6,Southampton,Sobrevivió
833,0,3,Saad Mr. Amin,Male,30,0,0,2671,7,Desconocido,C,1,True,Adulto joven,7,Cherburgo,Falleció
834,0,3,Augustsson Mr. Albert,Male,23,0,0,347468,8,Desconocido,S,1,True,Adulto joven,8,Southampton,Falleció
835,0,3,Allum Mr. Owen George,Male,18,0,0,2223,8,Desconocido,S,1,True,Adulto joven,8,Southampton,Falleció
836,1,1,Compton Miss. Sara Rebecca,Female,39,1,1,PC 17756,83,E49,C,3,False,Adulto,83,Cherburgo,Sobrevivió
837,0,3,Pasic Mr. Jakob,Male,21,0,0,315097,9,Desconocido,S,1,True,Adulto joven,9,Southampton,Falleció
838,0,3,Sirota Mr. Maurice,Male,30,0,0,392092,8,Desconocido,S,1,True,Adulto joven,8,Southampton,Falleció
839,1,3,Chip Mr. Chang,Male,32,0,0,1601,56,Desconocido,S,1,True,Adulto joven,9,Southampton,Sobrevivió
840,1,1,Marechal Mr. Pierre,Male,30,0,0,11774,30,C47,C,1,True,Adulto joven,30,Cherburgo,Sobrevivió
841,0,3,Alhomaki Mr. Ilmari Rduolf,Male,20,0,0,SOTON/O2 3101287,8,Desconocido,S,1,True,Adulto joven,8,Southampton,Falleció
842,0,2,Mudd Mr. Thomas Charles,Male,16,0,0,S.O./P.P. 3,10,Desconocido,S,1,True,Adolescente,5,Southampton,Falleció
843,1,1,Serepeca Miss. Augusta,Female,30,0,0,113798,31,Desconocido,C,1,True,Adulto joven,16,Cherburgo,Sobrevivió
844,0,3,Lemberopolous Mr. Peter L,Male,34,0,0,2683,64,Desconocido,C,1,True,Adulto joven,64,Cherburgo,Falleció
845,0,3,Culumovic Mr. Jeso,Male,17,0,0,315090,9,Desconocido,S,1,True,Adolescente,9,Southampton,Falleció
846,0,3,Abbing Mr. Anthony,Male,42,0,0,C.A. 5547,8,Desconocido,S,1,True,Adulto,8,Southampton,Falleció
847,0,3,Sage Mr. Douglas Bullen,Male,30,8,2,C.A. 2343,70,Desconocido,S,11,False,Adulto joven,10,Southampton,Falleció
848,0,3,Markoff Mr. Marin,Male,35,0,0,349213,8,Desconocido,C,1,True,Adulto,8,Cherburgo,Falleció
849,0,2,Harper Rev. John,Male,28,0,1,248727,33,Desconocido,S,2,False,Adulto joven,11,Southampton,Falleció
850,1,1,Goldenberg Mrs. Samuel L (Edwiga Grabowska),Female,35,1,0,17453,89,C92,C,2,False,Adulto,45,Cherburgo,Sobrevivió
851,0,3,Andersson Master. Sigvard Harald Elias,Male,4,4,2,347082,31,Desconocido,S,7,False,Niño,4,Southampton,Falleció
852,0,3,Svensson Mr. Johan,Male,74,0,0,347060,8,Desconocido,S,1,True,Mayor,8,Southampton,Falleció
853,0,3,Boulos Miss. Nourelain,Female,9,1,1,2678,15,Desconocido,C,3,False,Niño,8,Cherburgo,Falleció
854,1,1,Liens Miss. Mary Conoover,Female,16,0,1,PC 17592,39,D82,S,2,False,Adolescente,39,Southampton,Sobrevivió
855,0,2,Carter Mrs. Ernest Courtenay (Lilian Hughes),Female,44,1,0,244252,26,Desconocido,S,2,False,Adulto,13,Southampton,Falleció
856,1,3,Aks Mrs. Sam (Leah Rosen),Female,18,0,1,392091,9,Desconocido,S,2,False,Adulto joven,9,Southampton,Sobrevivió
857,1,1,Wick Mrs. George Dennick (Mary Hitchcock),Female,45,1,1,36928,165,Desconocido,S,3,False,Adulto,82,Southampton,Sobrevivió
858,1,1,Daly Mr. Peter Denis,Male,51,0,0,113055,27,E17,S,1,True,Adulto,27,Southampton,Sobrevivió
859,1,3,Baclini Mrs. Solomon (Latifa Qurban),Female,24,0,3,2666,19,Desconocido,C,4,False,Adulto joven,5,Cherburgo,Sobrevivió
860,0,3,Razi Mr. Raihed,Male,30,0,0,2629,7,Desconocido,C,1,True,Adulto joven,7,Cherburgo,Falleció
861,0,3,Hansen Mr. Claus Peter,Male,41,2,0,350026,14,Desconocido,S,3,False,Adulto,14,Southampton,Falleció
862,0,2,Giles Mr. Frederick Edward,Male,21,1,0,28134,12,Desconocido,S,2,False,Adulto joven,12,Southampton,Falleció
863,1,1,Swift Mrs. Frederick Joel (Margaret Welles Barron),Female,48,0,0,17466,259,D17,S,1,True,Adulto,259,Southampton,Sobrevivió
864,0,3,Sage Miss. Dorothy Edith Dolly,Female,21,8,2,C.A. 2343,70,Desconocido,S,11,False,Adulto joven,10,Southampton,Falleció
865,0,2,Gill Mr. John William,Male,24,0,0,233866,13,Desconocido,S,1,True,Adulto joven,13,Southampton,Falleció
866,1,2,Bystrom Mrs. (Karolina),Female,42,0,0,236852,13,Desconocido,S,1,True,Adulto,13,Southampton,Sobrevivió
867,1,2,Duran y More Miss. Asuncion,Female,27,1,0,SC/PARIS 2149,14,Desconocido,C,2,False,Adulto joven,14,Cherburgo,Sobrevivió
868,0,1,Roebling Mr. Washington Augustus II,Male,31,0,0,PC 17590,505,A24,S,1,True,Adulto joven,505,Southampton,Falleció
869,0,3,van Melkebeke Mr. Philemon,Male,30,0,0,345777,10,Desconocido,S,1,True,Adulto joven,10,Southampton,Falleció
870,1,3,Johnson Master. Harold Theodor,Male,4,1,1,347742,11,Desconocido,S,3,False,Niño,4,Southampton,Sobrevivió
871,0,3,Balkic Mr. Cerin,Male,26,0,0,349248,8,Desconocido,S,1,True,Adulto joven,8,Southampton,Falleció
872,1,1,Beckwith Mrs. Richard Leonard (Sallie Monypeny),Female,47,1,1,11751,53,D35,S,3,False,Adulto,26,Southampton,Sobrevivió
873,0,1,Carlsson Mr. Frans Olof,Male,33,0,0,695,5,B51 B53 B55,S,1,True,Adulto joven,5,Southampton,Falleció
874,0,3,Vander Cruyssen Mr. Victor,Male,47,0,0,345765,9,Desconocido,S,1,True,Adulto,9,Southampton,Falleció
875,1,2,Abelson Mrs. Samuel (Hannah Wizosky),Female,28,1,0,P/PP 3381,24,Desconocido,C,2,False,Adulto joven,12,Cherburgo,Sobrevivió
876,1,3,Najib Miss. Adele Kiamie Jane,Female,15,0,0,2667,7,Desconocido,C,1,True,Adolescente,7,Cherburgo,Sobrevivió
877,0,3,Gustafsson Mr. Alfred Ossian,Male,18,0,0,7534,10,Desconocido,S,1,True,Adulto joven,5,Southampton,Falleció
878,0,3,Petroff Mr. Nedelio,Male,19,0,0,349212,8,Desconocido,S,1,True,Adulto joven,8,Southampton,Falleció
879,0,3,Laleff Mr. Kristo,Male,30,0,0,349217,8,Desconocido,S,1,True,Adulto joven,8,Southampton,Falleció
880,1,1,Potter Mrs. Thomas Jr (Lily Alexenia Wilson),Female,56,0,1,11767,83,C50,C,2,False,Adulto,42,Cherburgo,Sobrevivió
881,1,2,Shelley Mrs. William (Imanita Parrish Hall),Female,25,0,1,230433,26,Desconocido,S,2,False,Adulto joven,13,Southampton,Sobrevivió
882,0,3,Markun Mr. Johann,Male,33,0,0,349257,8,Desconocido,S,1,True,Adulto joven,8,Southampton,Falleció
883,0,3,Dahlberg Miss. Gerda Ulrika,Female,22,0,0,7552,11,Desconocido,S,1,True,Adulto joven,11,Southampton,Falleció
884,0,2,Banfield Mr. Frederick James,Male,28,0,0,C.A./SOTON 34068,10,Desconocido,S,1,True,Adulto joven,10,Southampton,Falleció
885,0,3,Sutehall Mr. Henry Jr,Male,25,0,0,SOTON/O.Q. 392076,7,Desconocido,S,1,True,Adulto joven,7,Southampton,Falleció
886,0,3,Rice Mrs. William (Margaret Norton),Female,39,0,5,382652,29,Desconocido,Q,6,False,Adulto,7,Queenstown,Falleció
887,0,2,Montvila Rev. Juozas,Male,27,0,0,211536,13,Desconocido,S,1,True,Adulto joven,13,Southampton,Falleció
888,1,1,Graham Miss. Margaret Edith,Female,19,0,0,112053,30,B42,S,1,True,Adulto joven,30,Southampton,Sobrevivió
889,0,3,Johnston Miss. Catherine Helen Carrie,Female,21,1,2,W./C. 6607,23,Desconocido,S,4,False,Adulto joven,12,Southampton,Falleció
890,1,1,Behr Mr. Karl Howell,Male,26,0,0,111369,30,C148,C,1,True,Adulto joven,30,Cherburgo,Sobrevivió
891,0,3,Dooley Mr. Patrick,Male,32,0,0,370376,8,Desconocido,Q,1,True,Adulto joven,8,Queenstown,Falleció
